op,a_f32_bits,a_f32,b_f32_bits,b_f32,result_tf_bits,result_f32
sub,0,0.0,0,0.0,0,0.0
sub,0,0.0,1065353216,1.0,137438953880,-1.0
sub,0,0.0,3212836864,-1.0,68719477144,1.0
sub,0,0.0,1077936128,3.0,137438953881,-3.0
sub,0,0.0,3225419776,-3.0,68719477145,3.0
sub,0,0.0,1056964608,0.5,183251937690,-0.49999988079071045
sub,0,0.0,3204448256,-0.5,91625969050,0.49999988079071045
sub,0,0.0,1051372203,0.3333333333,137438953882,-0.3333333432674408
sub,0,0.0,1069547520,1.5,183251937688,-1.4999996423721313
sub,0,0.0,1073741824,2.0,618475291032,-2.0
sub,0,0.0,1075838976,2.5,572662306200,-2.500000238418579
sub,0,0.0,1036831949,0.1,569158960516,-0.09999999403953552
sub,0,0.0,3184315597,-0.1,310450342276,0.09999999403953552
sub,0,0.0,1120403456,100.0,176630530449,-100.0
sub,0,0.0,3267887104,-100.0,94757716369,100.0
sub,0,0.0,981668463,0.001,658245757314,-0.0009999999310821295
sub,0,0.0,925353388,1e-05,644692071845,-9.99999883788405e-06
sub,0,0.0,1150964267,1234.5678,638227448212,-1234.56787109375
sub,0,0.0,3323613740,-9876.5432,457990349098,9876.54296875
sub,0,0.0,1109917696,42.0,639950127504,-42.0
sub,0,0.0,3257401344,-42.0,455266533776,42.0
sub,0,0.0,3274097312,-166.76025390625,419449954705,166.76025390625
sub,0,0.0,3295996505,-979.6616821289062,86209766804,979.66162109375
sub,0,0.0,1143118447,650.4130249023438,567582820758,-650.4130249023438
sub,0,0.0,3284753458,-402.72027587890625,447315510678,402.7203063964844
sub,0,0.0,3280180892,-263.1766357421875,75592443286,263.1766357421875
sub,0,0.0,3289983833,-612.6773071289062,320076031382,612.6773071289062
sub,0,0.0,1124336687,132.01634216308594,636731529617,-132.016357421875
sub,0,0.0,3291031541,-676.6243286132812,313971082646,676.624267578125
sub,0,0.0,3292257751,-751.4662475585938,70419648916,751.4663696289062
sub,0,0.0,3271958689,-134.12745666503906,447231567249,134.12747192382812
sub,0,0.0,1123569759,124.15697479248047,641605083537,-124.15699005126953
sub,0,0.0,3290616838,-651.3128662109375,309525284246,651.3129272460938
sub,0,0.0,1121247844,106.44216918945312,173577503121,-106.4421615600586
sub,0,0.0,3281066303,-290.1972351074219,97066952086,290.1972351074219
sub,0,0.0,1147471947,916.1295776367188,178344077716,-916.12939453125
sub,0,0.0,3293338203,-817.4118041992188,73439659412,817.4119873046875
sub,0,0.0,1148146155,957.2799682617188,173552255380,-957.2798461914062
sub,0,0.0,3274687199,-175.76121520996094,440924644753,175.76121520996094
sub,0,0.0,1090247954,7.870736122131348,568099096985,-7.870736122131348
sub,0,0.0,3291475274,-703.7076416015625,283905165718,703.7076416015625
sub,0,0.0,1138423703,437.9342956542969,646667897238,-437.9342956542969
sub,0,0.0,3290104746,-620.0572509765625,317968754070,620.0573120117188
sub,0,0.0,3281940616,-316.879150390625,88458496406,316.8791198730469
sub,0,0.0,3295558985,-952.9575805664062,88349385108,952.9574584960938
sub,0,0.0,3282074483,-320.9644470214844,86438331798,320.9644775390625
sub,0,0.0,1147780545,934.9649047851562,173157919124,-934.9647827148438
sub,0,0.0,1148151348,957.596923828125,173582877076,-957.5966796875
sub,0,0.0,1140098993,489.0600891113281,619021883798,-489.06005859375
sub,0,0.0,3296216527,-993.0907592773438,87578722708,993.0905151367188
sub,0,0.0,1146887815,880.4769897460938,176473785748,-880.4769287109375
sub,0,0.0,1144611372,741.533935546875,138149271956,-741.5340576171875
sub,0,0.0,1141336780,541.668701171875,657750796694,-541.6686401367188
sub,0,0.0,3290468392,-642.25244140625,311680385430,642.2523803710938
sub,0,0.0,3293069324,-801.000732421875,73551321492,801.0009155273438
sub,0,0.0,3274370912,-170.93505859375,416651248017,170.93507385253906
sub,0,0.0,1145095339,771.0729370117188,147440540052,-771.0731811523438
sub,0,0.0,1125919756,156.17205810546875,625074086289,-156.1720733642578
sub,0,0.0,1139578124,473.1644287109375,619895719318,-473.1644592285156
sub,0,0.0,3288707200,-534.7578125,440609871254,534.7578125
sub,0,0.0,1111279576,47.195159912109375,645949712784,-47.195159912109375
sub,0,0.0,1137795822,418.77288818359375,645679638934,-418.77288818359375
sub,0,0.0,1143106239,649.6679077148438,567556474262,-649.6679077148438
sub,0,0.0,1142525937,614.2490844726562,572948632982,-614.2490234375
sub,0,0.0,3288717456,-535.3837890625,440587806102,535.3837890625
sub,0,0.0,1144690769,746.3799438476562,139880718740,-746.3799438476562
sub,0,0.0,3289239374,-567.2391357421875,429522227606,567.2391357421875
sub,0,0.0,1142354714,603.7984619140625,663734258070,-603.7985229492188
sub,0,0.0,1121736537,110.17060089111328,174371277201,-110.17060089111328
sub,0,0.0,3290240504,-628.34326171875,319522494870,628.34326171875
sub,0,0.0,1127298973,177.2172393798828,658355095953,-177.2172393798828
sub,0,0.0,1108470339,36.4787712097168,172504917392,-36.4787712097168
sub,0,0.0,1147491533,917.3250122070312,178266407316,-917.3250732421875
sub,0,0.0,3294968571,-916.9215698242188,95598971284,916.9213256835938
sub,0,0.0,3290951245,-671.7234497070312,314110023062,671.7235107421875
sub,0,0.0,1148298614,966.5853271484375,172240774548,-966.5852661132812
sub,0,0.0,1143347770,664.4097900390625,577045158294,-664.4098510742188
sub,0,0.0,3291405600,-699.455078125,284025988502,699.4551391601562
sub,0,0.0,3288822154,-541.7740478515625,438527201686,541.7741088867188
sub,0,0.0,1117556120,78.27655029296875,554699418000,-78.27655029296875
sub,0,0.0,3291185780,-686.038330078125,315010075030,686.0382690429688
sub,0,0.0,3283107137,-352.4785461425781,90283592086,352.47857666015625
sub,0,0.0,3294713636,-901.361572265625,94779099540,901.3616943359375
sub,0,0.0,1137945955,423.3545837402344,645354826134,-423.3545227050781
sub,0,0.0,3293755384,-842.87451171875,74493077908,842.8746948242188
sub,0,0.0,1148669272,989.20849609375,174240895380,-989.20849609375
sub,0,0.0,1146243312,841.1396484375,148346865044,-841.1394653320312
sub,0,0.0,1141926424,577.65771484375,655603689878,-577.6576538085938
sub,0,0.0,1141388276,544.811767578125,659640392086,-544.811767578125
sub,0,0.0,3280224105,-264.4953918457031,75452663190,264.495361328125
sub,0,0.0,1135785160,357.412353515625,182847706518,-357.41229248046875
sub,0,0.0,1141023007,522.5175170898438,629368972694,-522.5174560546875
sub,0,0.0,3256470075,-38.44749069213867,92679012752,38.44749450683594
sub,0,0.0,3294313675,-876.9498901367188,96989750676,876.94970703125
sub,0,0.0,1132213561,252.20790100097656,139624469910,-252.20790100097656
sub,0,0.0,3282976058,-348.47833251953125,90753360278,348.478271484375
sub,0,0.0,1130114459,220.1781463623047,569776936337,-220.17811584472656
